arm,window,universe,k,bench,n_bars,mean_notional,raw_turnover_per_day,membership_changes_per_day,span_days,turnover_per_day,rebalances_per_day,n_rebalances,implied_log_drag_per_day,implied_log_drag_total,days,net_growth_diff,net_growth_lo,net_growth_hi,net_dd_diff,gross_growth_diff,gross_growth_lo,gross_growth_hi,cand_final,bench_final,cand_dd,bench_dd,published_turnover_per_day,published_net_d1,published_gross,turnover_reproduced,net_d1_reproduced,hold_days,net_dd_lo,net_dd_hi,n_days,p_buffer,p_hold_days_param,p_k,volmatch_c_net,volmatch_vol_net,volmatch_matched_net,volmatch_shared_flag_net,cand_vol_net,volmatch_c_gross,volmatch_vol_gross,volmatch_matched_gross,volmatch_shared_flag_gross,cand_vol_gross,cand_final_gross,bench_final_gross,tenure_days,config_kind,d5_bar,d5_pass,note
r63_reference,W_FULL6,U6,1,MATCHED_HOLD,671271,0.5248922928116057,3.4394233613345717,2.858919382504288,2332.0,3.441142127959111,2.8887051578274643,6733,0.003441142127959111,8.020621240893195,2330.8020833333335,-7.537190690349034,-11.96768019266653,-3.110886311309345,42.653966292347306,0.48042495884709724,-2.575788778361451,3.6501310717959363,1.4419127717368445,2716.9361266858327,99.92001112992408,57.26604483757677,3.44,-7.537,0.48,True,True,,,,,,,,,,,,,,,,,,,,,,,,
r63_reference,W_FULL6,U6,,VOLMATCH_HOLD,671271,0.5248922928116057,3.4394233613345717,2.858919382504288,2332.0,3.441142127959111,2.8887051578274643,,,8.020621240893195,,-7.334160934309317,-12.264983075371964,-2.4653622038289758,13.009869475476123,0.6829576815380611,-2.838660704552388,4.258602572333292,1.4419127717368445,2225.920934123861,99.92001112992408,86.91014165444795,,,,,,0.3496028323583821,1.551449507426749,36.895898332174916,2332,nan,0,1,1.0,0.8173132547948933,False,False,0.8650497226531257,1.0,0.8173224244715518,True,False,0.825493842105538,4459.915631431982,2272.677025828525,0.3126361655773421,reference_vs_volmatch,0.24,True,"D5-bar attainability: R-63's own arm scored against VOLMATCH_HOLD, the benchmark D5 is stated against"
