asset,c_mean_notional,v4_dd,mh_dd,v4_final,mh_final,dd_diff,dd_lo,dd_hi
BTC,0.38030912241498144,33.23303458329615,39.29549378185707,3038.9433646330876,1720.3791995251067,-5.5517378879264285,-19.964865982691066,16.429840285887202
ETH,0.34093150415002554,27.338340890854685,40.21738620839276,4395.843866437127,2893.6070272470433,-11.464684416965625,-17.279720725248655,19.62490360443255
BCH,0.23736010943882438,47.455200677176265,41.77707211769893,1263.0261164486276,1093.6675137198727,5.968933579749752,-11.654585054453422,33.26620225938153
LTC,0.2632783414360783,38.74197683121022,38.084319838385575,1721.0925505317525,1558.9955946248444,0.028381485060705813,-10.798760415595963,24.58551999940638
ETC,0.1803778093637622,40.01402293166516,24.971998198145567,3391.111519038688,1888.0587494548756,15.43555267358419,0.8410987390174521,36.78914341087902
DASH,0.19026750884223947,46.019325162000385,28.8222274930681,1210.5465571074806,1262.7080488611866,17.06143737183365,-1.2400971142145307,36.46914458048405
LINK,0.2242702355517109,42.238627030247294,31.367099016352512,1446.9139716290686,1863.3629875980114,14.539780922339443,-5.6207835941266,34.15826693167338
XTZ,0.17743490647475835,41.82805623071634,30.10908728080997,797.2110609099648,1167.6740511175485,11.623226515005722,2.851132123952283,40.202725485227184
