asset,c_vol,target_vol,achieved_vol,resid,valid,v4_dd,vh_dd,v4_final,vh_final
BCH,0.4180035654436917,0.3859176743525594,0.3847906246329458,0.0029204407948002107,True,52.3290135778087,63.47363949843632,1269.7198246332382,1932.8009564647296
LTC,0.44624801291177,0.3743913806962235,0.373467609395194,0.002467394680165015,True,74.74194375417332,56.02572712049957,679.5885367114707,2129.5464366901992
ETC,0.36884214110480124,0.3718986835051125,0.37225694508172047,0.0009633311234967827,True,51.280073030689856,48.01267298543859,2084.992632706779,2743.754967040365
DASH,0.3167201993236762,0.33658176037225246,0.3338839820078938,0.008015224477330416,True,58.663119610125,48.586199109868595,1767.911120012695,1906.2588506010738
LINK,0.3685106697941451,0.37292998842564534,0.3722468856974326,0.0018317184174341497,True,47.825896607648005,47.17624358316321,2342.201175788595,3924.0274605010354
XTZ,0.355299299893323,0.35001713014707725,0.3476106159904892,0.0068754182276074,True,54.96496014006562,61.506781118299614,815.0921727600166,1006.7259583815255
