asset,window,market,fee,cand_final,cand_dd,cand_sharpe,cand_trades,hold_final,hold_dd,c_mean_notional,mh_final,mh_dd,dd_diff,dd_lo,dd_hi,growth_diff,growth_lo,growth_hi
BCH,FULL,spot,0.004,6.43763229618721,99.36882315811452,-3.4239823083272922,1074,971.0535939849624,94.65574554661566,0.3676643737359324,1831.4979205315997,57.994225387776424,42.524222115102724,21.16434764501991,68.29001153880719,-5.644130477213306,-7.409014403964922,-3.860719436383914
LTC,FULL,spot,0.004,4.831329591199477,99.51882638118096,-3.770083412382315,1060,1189.5782641509434,90.43335525915907,0.37138789070593986,1869.7738877071422,49.84218706891508,52.12297198080765,27.676375668764443,71.36704401617378,-5.95889510108109,-7.640602486605806,-4.314157589427718
ETC,FULL,spot,0.004,9.47124572478751,99.07101720667927,-2.7613545524167376,1053,1316.3963358284445,96.28968603670606,0.3127686133867475,2428.216273436496,43.690214434913706,59.6762399428087,27.265321872084023,70.38860504264635,-5.542029908611832,-7.480619553090619,-3.673354631715072
DASH,FULL,spot,0.004,25.769663068246686,97.50060848108295,-2.959225285388499,829,486.5831274583672,96.3330132912582,0.2575526886817094,1710.2730017837594,41.22603551459402,59.04172182342407,29.896793608261632,71.41237620234693,-4.192717285571497,-5.519348162783741,-2.8788167200830315
LINK,FULL,spot,0.004,8.524797209363792,99.15951780427703,-3.066660688358671,977,4616.46264177142,90.58824103940962,0.3188390398128391,3396.3857049210824,41.65203913977193,61.32288507667237,35.564453922119824,72.17271361581054,-5.989215852856956,-7.556599840984949,-4.558033889748875
XTZ,FULL,spot,0.004,11.601408366312542,98.86927668047878,-3.0154581506010762,1212,132.495881327647,97.88674826176492,0.30130287061757294,1066.33670289227,52.92934975091149,46.74289737509297,20.214857431841732,67.06467172043824,-4.523072448409374,-6.283947953594164,-2.897237472370375
