asset,window,market,fee,cand_final,cand_dd,cand_sharpe,cand_trades,hold_final,hold_dd,c_mean_notional,mh_final,mh_dd,dd_matched_diff,dd_matched_lo,dd_matched_hi,growth_matched_diff,growth_matched_lo,growth_matched_hi,v4_trades,v4_dd,v4_final
BTC,CONTROL,spot,0.001,1506.663939021727,41.2034547336519,0.7109838032406716,86,2547.102779657623,77.33140617037013,0.3123443212460277,1556.3935051589942,33.84274071941777,7.160047841838981,-7.735640789290601,17.35724282159992,-0.04465538761731941,-0.4978500711319527,0.4040750270189753,61,33.23303458329615,3038.9433646330876
ETH,CONTROL,spot,0.001,1513.6385048223103,42.32092923533324,0.6422301756801939,146,8973.776862068964,81.7422365325157,0.3126100695302013,2697.998199371914,37.679546100011606,5.653277057303228,-0.6835052831039682,23.285613523757636,-0.5719044509927189,-1.065841352235131,-0.07814752772512087,54,27.338340890854685,4395.843866437127
