arm,window,universe,bench,hold_days,turnover_per_day,rebalances_per_day,implied_log_drag_total,mean_notional,gross_growth_diff,gross_growth_lo,gross_growth_hi,net_growth_diff,net_growth_lo,net_growth_hi,net_dd_diff,net_dd_lo,net_dd_hi,cand_final,bench_final,cand_dd,bench_dd,n_days,p_delta_in,p_buffer,p_hold_days,p_delta_out,p_k,volmatch_c_net,volmatch_vol_net,volmatch_matched_net,cand_vol_net,volmatch_c_gross,volmatch_vol_gross,volmatch_matched_gross,cand_vol_gross,n_bars,tenure_days,membership_change_rate_thresholded
entry_gate,W_FULL6,U6,VOLMATCH_HOLD,0.8519013462475634,1.6210794328963023,1.1991580151682404,3.7784153194435204,0.44923666382895727,0.7397831214650963,-2.800798242890169,4.377400418060782,-2.979684665089145,-7.535509244426755,1.5482324703250463,9.690781587486143,-8.361275728768987,32.857561017259,110.48836913181489,2191.572622949026,96.7314199419894,87.04063835450326,2332,0.08,0.0,0.0,0.0,1,0.9980941242466961,0.8161925770631148,True,0.8164691905254018,0.9723860212400056,0.7933796727879999,True,0.7953850609862861,671271,0.5502956804041923,1.1738448406083384
