trial,market,strategy,start,days,return_pct,max_dd_pct,trades,liquidated
10,futures,buy_and_hold,2020-09-15 00:35:00+00:00,628,887.8036959558639,71.13479166856503,1,False
10,futures,champions_council,2020-09-15 00:35:00+00:00,628,136.7032882915089,23.95978120469138,31,False
11,spot,kelly_regime_v4,2020-04-27 10:45:00+00:00,410,251.65124453341085,21.834347668996745,15,False
11,spot,kelly_regime_v3,2020-04-27 10:45:00+00:00,410,289.0227886215331,18.44357288804891,11,False
11,spot,kelly_regime_v2,2020-04-27 10:45:00+00:00,410,210.92432089045974,22.401410156511137,6,False
11,spot,buy_and_hold,2020-04-27 10:45:00+00:00,410,376.8178569801944,52.93209247405104,1,False
11,spot,champions_council,2020-04-27 10:45:00+00:00,410,166.91005185268205,16.916033388586115,2,False
11,futures,kelly_regime_v4,2020-04-27 10:45:00+00:00,410,337.37893963195813,18.607119443350207,15,False
11,futures,kelly_regime_v3,2020-04-27 10:45:00+00:00,410,368.2593057754274,18.807018713404897,11,False
11,futures,kelly_regime_v2,2020-04-27 10:45:00+00:00,410,306.91549219879573,23.065969436604465,6,False
11,futures,buy_and_hold,2020-04-27 10:45:00+00:00,410,1881.5096970107302,58.4879148612069,1,False
11,futures,champions_council,2020-04-27 10:45:00+00:00,410,211.7898251998813,19.255657669353372,3,False
12,spot,kelly_regime_v4,2025-05-27 11:05:00+00:00,207,-7.4811570395389,17.771392375895225,6,False
12,spot,kelly_regime_v3,2025-05-27 11:05:00+00:00,207,-9.591760855920374,22.40665894079888,11,False
12,spot,kelly_regime_v2,2025-05-27 11:05:00+00:00,207,-9.62093059829121,17.869821467701026,11,False
12,spot,buy_and_hold,2025-05-27 11:05:00+00:00,207,-19.82787540983606,35.90801796316722,1,False
12,spot,champions_council,2025-05-27 11:05:00+00:00,207,-13.379427257009668,20.011928075103324,30,False
12,futures,kelly_regime_v4,2025-05-27 11:05:00+00:00,207,-8.999849312648955,21.40933970375949,6,False
12,futures,kelly_regime_v3,2025-05-27 11:05:00+00:00,207,-12.315311352481507,27.00629322528917,11,False
12,futures,kelly_regime_v2,2025-05-27 11:05:00+00:00,207,-13.805449643617763,25.163180804500033,11,False
12,futures,buy_and_hold,2025-05-27 11:05:00+00:00,207,-98.19548021356779,98.96197047083233,1,True
12,futures,champions_council,2025-05-27 11:05:00+00:00,207,-10.951799157114506,19.707573772904322,60,False
13,spot,kelly_regime_v4,2022-03-31 17:50:00+00:00,590,41.67721564292211,23.89345481425043,34,False
13,spot,kelly_regime_v3,2022-03-31 17:50:00+00:00,590,52.986855671125845,22.077774038071297,27,False
13,spot,kelly_regime_v2,2022-03-31 17:50:00+00:00,590,35.69746548013071,26.59800009061429,27,False
13,spot,buy_and_hold,2022-03-31 17:50:00+00:00,590,-21.14028874592153,67.14038253287158,1,False
13,spot,champions_council,2022-03-31 17:50:00+00:00,590,29.446995730158008,23.521371709419,12,False
13,futures,kelly_regime_v4,2022-03-31 17:50:00+00:00,590,64.21719527728409,26.312113529038424,34,False
13,futures,kelly_regime_v3,2022-03-31 17:50:00+00:00,590,73.9853663981926,24.71852959178581,27,False
13,futures,kelly_regime_v2,2022-03-31 17:50:00+00:00,590,52.99666699590877,26.880350601033808,27,False
13,futures,buy_and_hold,2022-03-31 17:50:00+00:00,590,-98.19548021356788,98.26621851632724,1,True
13,futures,champions_council,2022-03-31 17:50:00+00:00,590,36.780994177881986,25.159903060947258,23,False
14,spot,kelly_regime_v4,2024-03-05 03:45:00+00:00,347,21.666568987440215,23.35368272158112,14,False
14,spot,kelly_regime_v3,2024-03-05 03:45:00+00:00,347,17.11068732825862,27.46431330119395,14,False
14,spot,kelly_regime_v2,2024-03-05 03:45:00+00:00,347,8.634037174365217,28.1236689378346,14,False
14,spot,buy_and_hold,2024-03-05 03:45:00+00:00,347,43.798230469371525,32.54336887780471,1,False
14,spot,champions_council,2024-03-05 03:45:00+00:00,347,3.1263774387394916,26.852741749030628,9,False
14,futures,kelly_regime_v4,2024-03-05 03:45:00+00:00,347,31.928033774124586,19.996818814324197,14,False
14,futures,kelly_regime_v3,2024-03-05 03:45:00+00:00,347,23.757937972565067,25.2559397864988,14,False
14,futures,kelly_regime_v2,2024-03-05 03:45:00+00:00,347,12.509083638605345,33.65122541241855,14,False
14,futures,buy_and_hold,2024-03-05 03:45:00+00:00,347,-98.19548021356782,98.73242657487336,1,True
14,futures,champions_council,2024-03-05 03:45:00+00:00,347,8.334552565437248,23.493065127935285,15,False
15,spot,kelly_regime_v4,2020-11-18 10:25:00+00:00,439,112.73851290032427,23.604577182175586,26,False
15,spot,kelly_regime_v3,2020-11-18 10:25:00+00:00,439,138.22142850770246,19.921271213227744,14,False
15,spot,kelly_regime_v2,2020-11-18 10:25:00+00:00,439,116.34010568950237,23.05139884203413,6,False
15,spot,buy_and_hold,2020-11-18 10:25:00+00:00,439,101.95198406510877,55.33444425622533,1,False
15,spot,champions_council,2020-11-18 10:25:00+00:00,439,55.20527110990558,20.25639742674972,9,False
15,futures,kelly_regime_v4,2020-11-18 10:25:00+00:00,439,118.11143361544141,21.10189616653556,26,False
15,futures,kelly_regime_v3,2020-11-18 10:25:00+00:00,439,124.11684485540779,21.712915554424775,14,False
15,futures,kelly_regime_v2,2020-11-18 10:25:00+00:00,439,116.29486604250188,23.683212746390446,6,False
15,futures,buy_and_hold,2020-11-18 10:25:00+00:00,439,509.24389003976967,71.45510278623874,1,False
15,futures,champions_council,2020-11-18 10:25:00+00:00,439,50.029450878005186,22.852074795168456,16,False
16,spot,kelly_regime_v4,2019-03-01 01:05:00+00:00,378,126.2325604495671,30.175662573036615,21,False
16,spot,kelly_regime_v3,2019-03-01 01:05:00+00:00,378,125.55216343223323,29.021975389840094,12,False
16,spot,kelly_regime_v2,2019-03-01 01:05:00+00:00,378,123.78544725021143,30.23197131401841,12,False
16,spot,buy_and_hold,2019-03-01 01:05:00+00:00,378,49.39141194676311,59.10197546924339,1,False
16,spot,champions_council,2019-03-01 01:05:00+00:00,378,87.97421843047755,27.11388312052033,4,False
16,futures,kelly_regime_v4,2019-03-01 01:05:00+00:00,378,154.4923765551478,27.53260371169387,21,False
16,futures,kelly_regime_v3,2019-03-01 01:05:00+00:00,378,160.3322238154981,26.731828324046337,12,False
16,futures,kelly_regime_v2,2019-03-01 01:05:00+00:00,378,179.62831069487223,29.323246041907847,12,False
16,futures,buy_and_hold,2019-03-01 01:05:00+00:00,378,246.8356283378188,75.76827188181593,1,False
16,futures,champions_council,2019-03-01 01:05:00+00:00,378,99.27507634434897,32.341307349670856,7,False
17,spot,kelly_regime_v4,2022-03-24 13:10:00+00:00,149,-8.89599709544675,9.393039093577766,10,False
17,spot,kelly_regime_v3,2022-03-24 13:10:00+00:00,149,-8.830921889872478,10.865202261821521,10,False
17,spot,kelly_regime_v2,2022-03-24 13:10:00+00:00,149,-11.238380707797491,18.190288554115106,10,False
17,spot,buy_and_hold,2022-03-24 13:10:00+00:00,149,-50.85318530472039,63.49741872334611,1,False
17,spot,champions_council,2022-03-24 13:10:00+00:00,149,-14.297428184336558,18.776070094937563,13,False
17,futures,kelly_regime_v4,2022-03-24 13:10:00+00:00,149,-11.467511098125682,11.974065290556196,10,False
17,futures,kelly_regime_v3,2022-03-24 13:10:00+00:00,149,-10.589427260325001,11.43724969768986,10,False
17,futures,kelly_regime_v2,2022-03-24 13:10:00+00:00,149,-10.219233007967476,17.92782845749749,10,False
17,futures,buy_and_hold,2022-03-24 13:10:00+00:00,149,-98.19548021356783,98.86541929535532,1,True
17,futures,champions_council,2022-03-24 13:10:00+00:00,149,-13.816504698091448,17.767955953690766,23,False
18,spot,kelly_regime_v4,2017-10-03 15:00:00+00:00,659,256.601389904674,42.95559921807852,27,False
18,spot,kelly_regime_v3,2017-10-03 15:00:00+00:00,659,235.3773418958998,47.238387842778145,37,False
18,spot,kelly_regime_v2,2017-10-03 15:00:00+00:00,659,208.69988141519835,41.436821269044,17,False
18,spot,buy_and_hold,2017-10-03 15:00:00+00:00,659,124.99132799278402,84.0674592908867,1,False
18,spot,champions_council,2017-10-03 15:00:00+00:00,659,167.30364700572432,33.55517437675373,54,False
18,futures,kelly_regime_v4,2017-10-03 15:00:00+00:00,659,327.38856577948303,34.82992492271884,27,False
18,futures,kelly_regime_v3,2017-10-03 15:00:00+00:00,659,261.2435729046511,41.82450652115155,37,False
18,futures,kelly_regime_v2,2017-10-03 15:00:00+00:00,659,311.52431871823484,39.57848470552878,17,False
18,futures,buy_and_hold,2017-10-03 15:00:00+00:00,659,-98.19548021356783,99.90392463375282,1,True
18,futures,champions_council,2017-10-03 15:00:00+00:00,659,244.8648547645536,30.579506869554724,108,False
19,spot,kelly_regime_v4,2023-07-21 13:45:00+00:00,640,141.3624555367453,23.470959263320232,27,False
19,spot,kelly_regime_v3,2023-07-21 13:45:00+00:00,640,129.0740273761938,27.69405023530688,20,False
19,spot,kelly_regime_v2,2023-07-21 13:45:00+00:00,640,111.41729586176035,28.467143182450332,20,False
19,spot,buy_and_hold,2023-07-21 13:45:00+00:00,640,193.40771482675265,32.54338572088382,1,False
19,spot,champions_council,2023-07-21 13:45:00+00:00,640,99.63200439276069,25.551840174747557,17,False
19,futures,kelly_regime_v4,2023-07-21 13:45:00+00:00,640,185.7349270501761,23.7843786339117,27,False
19,futures,kelly_regime_v3,2023-07-21 13:45:00+00:00,640,173.70146085775673,29.20361199510113,20,False
19,futures,kelly_regime_v2,2023-07-21 13:45:00+00:00,640,159.62412357082135,35.29002567722907,20,False
19,futures,buy_and_hold,2023-07-21 13:45:00+00:00,640,965.8359392626915,81.78931744211198,1,False
19,futures,champions_council,2023-07-21 13:45:00+00:00,640,117.20769482579053,27.345838196943877,33,False
20,spot,kelly_regime_v4,2022-09-17 08:45:00+00:00,267,18.74411756929284,21.59660115381536,17,False
20,spot,kelly_regime_v3,2022-09-17 08:45:00+00:00,267,26.677762493084558,16.98053179799957,14,False
20,spot,kelly_regime_v2,2022-09-17 08:45:00+00:00,267,23.35501528975643,17.292972655525553,14,False
20,spot,buy_and_hold,2022-09-17 08:45:00+00:00,267,28.828013741223657,27.422635699091014,1,False
20,spot,champions_council,2022-09-17 08:45:00+00:00,267,12.602672989786212,19.289132524355455,6,False
20,futures,kelly_regime_v4,2022-09-17 08:45:00+00:00,267,29.635326354979163,23.13454494206155,17,False
20,futures,kelly_regime_v3,2022-09-17 08:45:00+00:00,267,36.30799031016374,18.837826903801716,14,False
