n_simulate_calls,n_spec_window_backtests,specs,n_search_trials_claimed,n_context_cells_reported_not_selected,n_identity_cells,swept_arm_trials_r67,swept_arm_trials_r68_ext,sharpe_ann,n_obs,skew,kurtosis,psr_vs_zero,dsr_n2_sd0.25,srstar_n2_sd0.25,dsr_n2_sd0.5,srstar_n2_sd0.5,dsr_n17_sd0.25,srstar_n17_sd0.25,dsr_n17_sd0.5,srstar_n17_sd0.5,dsr_n6_sd0.25,srstar_n6_sd0.25,dsr_n6_sd0.5,srstar_n6_sd0.5,dsr_n11_sd0.25,srstar_n11_sd0.25,dsr_n11_sd0.5,srstar_n11_sd0.5,deflation_breakeven_sd_at_claimed_trials,min_track_record_days,adversarial_note
141,17,D_Ax1@W_FULL6;D_Ax1@W_TRAIN;D_Ax1@W_VAL;D_Bx0.5@W_TRAIN;D_Bx0.5@W_VAL;D_Bx0.75@W_TRAIN;D_Bx0.75@W_VAL;D_Bx1.5@W_TRAIN;D_Bx1.5@W_VAL;D_Bx1@W_FULL6;D_Bx1@W_TRAIN;D_Bx1@W_VAL;D_Bx2@W_TRAIN;D_Bx2@W_VAL;R65_WINNER@W_TRAIN;R65_WINNER@W_VAL;const:0.08@W_TRAIN,2,4,2,6,11,0.8834933253871806,2332,2.281370105348606,20.495697981512276,0.9905172437417685,0.9773114606190468,0.12993883602057202,0.9511467898474846,0.25987767204114404,0.8712952134715095,0.45702343895825953,0.46766605215687185,0.9140468779165191,0.9309685701236332,0.32503519705864103,0.7323312086792397,0.6500703941172821,0.8978200921450099,0.40555008730148023,0.5762258376772408,0.8111001746029605,0.5081306285184604,1146.6809901561003,form of the rule chosen after 3 prior rounds on this axis; branch-level count of 2 understates the program-level count
