trial,market,strategy,return_pct,max_dd_pct,vol,c,liquidated
12,futures,per-window matched hold,-15.917378803413973,27.267649340565605,0.28128123183771564,0.7313628236177611,False
13,spot,buy_and_hold,-19.338701786912928,67.68988243351585,0.5464493205078228,,False
13,spot,kelly_regime_v4,32.91201646368942,23.893496638402095,0.2800526189426667,,False
13,spot,vol-matched rebalanced c=0.353,-0.9213172375161061,30.163677771959023,0.19399196977945915,,False
13,spot,vol-matched static     c=0.293,-5.665653335895127,21.444797563363583,0.1071705943606831,,False
13,spot,notional-matched reb.  c=0.283,-1.6501008439794296,25.794642739142283,0.15388836838386083,,False
13,spot,per-window matched hold,-5.965383227710708,41.829697885453506,0.27851073297287365,0.5105817088706248,False
13,futures,buy_and_hold,-98.19548021356782,98.87015270942531,1.4969087507042982,,True
13,futures,kelly_regime_v4,49.92167894056516,26.311638307946982,0.3209271258060476,,False
13,futures,vol-matched rebalanced c=0.353,-1.6205138882383507,30.675525658410503,0.19364253755000355,,False
13,futures,vol-matched static     c=0.293,-5.6425344859549975,21.410659137195452,0.10697246964687349,,False
13,futures,notional-matched reb.  c=0.283,-1.6053516492123387,25.782774289736814,0.153885257877183,,False
13,futures,per-window matched hold,-7.213409558555062,46.94706891693807,0.3221587392449147,0.5851207970553478,False
14,spot,buy_and_hold,55.96608187116612,32.543371427654925,0.5407247227728385,,False
14,spot,kelly_regime_v4,19.829792778224675,24.342905397779806,0.3745247626166327,,False
14,spot,vol-matched rebalanced c=0.353,20.61427117978669,11.701684189272385,0.19288098103883167,,False
14,spot,vol-matched static     c=0.293,16.396365275405046,10.717367800149527,0.17707174607982745,,False
14,spot,notional-matched reb.  c=0.283,16.64317205412069,9.177575092320616,0.1526201913297107,,False
14,spot,per-window matched hold,37.55109363463416,23.5286106316114,0.3763310730827714,0.6870657321621972,False
14,futures,buy_and_hold,-98.19548021356782,99.06319717642221,2.085805052458122,,True
14,futures,kelly_regime_v4,22.555486576915328,25.450466573620577,0.3973783584601951,,False
14,futures,vol-matched rebalanced c=0.353,20.657959236768942,11.698298188702879,0.1928754343842214,,False
14,futures,vol-matched static     c=0.293,16.386357971274144,10.700618672015485,0.17679859293898872,,False
14,futures,notional-matched reb.  c=0.283,16.682270209429937,9.172244809478281,0.1526165025494785,,False
14,futures,per-window matched hold,40.49120938431805,24.78621639667385,0.3973021443533128,0.7290117603726195,False
15,spot,buy_and_hold,167.90488171421268,55.33444649793174,0.9234573402981866,,False
15,spot,kelly_regime_v4,100.02105258904774,23.59223950141771,0.4038645388640941,,False
15,spot,vol-matched rebalanced c=0.353,57.87165329501285,22.559045665774025,0.3256843396496115,,False
15,spot,vol-matched static     c=0.293,49.19104000253902,34.94469373015221,0.4770365608708681,,False
15,spot,notional-matched reb.  c=0.283,46.521665670997294,18.152513966861868,0.2619538265486345,,False
15,spot,per-window matched hold,72.00153009704742,28.502666580352248,0.40474787774584814,0.4373404891562063,False
15,futures,buy_and_hold,838.5132364110468,68.5874896662805,1.5432686478827455,,False
15,futures,kelly_regime_v4,93.37564219287071,21.097615927638067,0.39222472283919146,,False
15,futures,vol-matched rebalanced c=0.353,57.80087048458968,22.55591850965034,0.3257671969068593,,False
15,futures,vol-matched static     c=0.293,49.131791445064074,34.91466783653252,0.47651396013179786,,False
15,futures,notional-matched reb.  c=0.283,46.644821103246436,18.14624870373328,0.2619429011552616,,False
15,futures,per-window matched hold,70.31026370801534,27.35969879716497,0.3938885647429748,0.42474343741434045,False
16,spot,buy_and_hold,154.45144213295455,53.45679910848169,0.7471456531873563,,False
16,spot,kelly_regime_v4,150.81195218801957,30.23750950686154,0.4090978604595067,,False
16,spot,vol-matched rebalanced c=0.353,51.65818647946494,19.896386162325427,0.2649371293739226,,False
16,spot,vol-matched static     c=0.293,45.24959007054819,32.88760994943318,0.37485342350787465,,False
16,spot,notional-matched reb.  c=0.283,40.14442732021668,16.548246221254285,0.2123854652900188,,False
16,spot,per-window matched hold,76.73433630731424,32.823630318488455,0.40920725328706237,0.5449734739236571,False
16,futures,buy_and_hold,771.347040303414,67.42115995152508,1.2665634892289528,,False
16,futures,kelly_regime_v4,184.08461051393078,27.568573264253754,0.43572742657846475,,False
16,futures,vol-matched rebalanced c=0.353,51.764282807861626,19.872315660604002,0.26493290453989404,,False
16,futures,vol-matched static     c=0.293,45.19625960606422,32.858102726234364,0.37442863950627275,,False
16,futures,notional-matched reb.  c=0.283,40.23190211037513,16.528064839474546,0.21237897039819495,,False
16,futures,per-window matched hold,88.66838289253123,32.58767297079253,0.4337728972360832,0.5804569918054182,False
