market,arm,c,vol,vol_gap,stat,diff,lo,hi,p_positive
spot,rebalanced,0.6705016506886755,0.3201792296112238,0.009459344776807349,Δ log growth,0.22792439610589565,-0.3633289368737978,0.8081986230633059,0.765
spot,rebalanced,0.6705016506886755,0.3201792296112238,0.009459344776807349,Δ max drawdown (pp),-12.581968438401525,-20.13335276838718,12.614999110450608,0.3365
spot,static,0.37512172258091836,0.3211908641034193,0.01264882053663496,Δ log growth,0.49084456972613777,-0.21182448095278275,1.2111229336947347,0.9115
spot,static,0.37512172258091836,0.3211908641034193,0.01264882053663496,Δ max drawdown (pp),-17.453272412980375,-26.074335937884126,10.760542561002007,0.2435
futures,rebalanced,0.793222281058619,0.3809257324801511,0.015204900615405267,Δ log growth,0.4321878150155736,-0.30448566440546043,1.1976606327644408,0.867
futures,rebalanced,0.793222281058619,0.3809257324801511,0.015204900615405267,Δ max drawdown (pp),-14.455883073487932,-23.351765185682158,11.510113567390817,0.2645
futures,static,0.5145737472313261,0.36897274866085056,0.01665098811997404,Δ log growth,0.6900990436206196,-0.1487854270555497,1.5838244677011961,0.944
futures,static,0.5145737472313261,0.36897274866085056,0.01665098811997404,Δ max drawdown (pp),-17.062276797602287,-26.450908688043032,11.081662872857708,0.2375
