ts,open,high,low,close,volume,quote_volume,taker_buy_base
1767582000000,93033.11,93181.72,93004.76,93153.05,62.94597,5859905.5085404,34.84823
1767582300000,93153.05,93204.7,93003.57,93012.12,59.04196,5497142.3202191,26.84652
1767582600000,93012.13,93027.22,92958.33,93000.0,72.14403,6709022.4310701,57.74767
1767582900000,93000.0,93015.0,92954.69,92988.85,41.71812,3879620.5700376,32.59286
1767583200000,92988.85,93034.15,92944.33,92950.02,60.48595,5625208.7102659,43.418
1767583500000,92950.01,93013.9,92932.33,92994.58,16.17376,1503638.4284691,6.59346
1767583800000,92994.59,93129.23,92994.58,93000.0,71.50251,6652451.3186578,19.93415
1767584100000,93000.0,93000.0,92957.0,92995.35,63.23757,5880872.7279488,54.25713
1767584400000,92995.36,93006.51,92937.51,92937.52,70.66354,6571192.5109054,50.964
1767584700000,92937.52,92941.0,92930.0,92930.01,22.73769,2113199.3474524,8.50049
1767585000000,92930.01,92969.88,92912.36,92915.35,26.99928,2509287.2129303,17.56814
1767585300000,92915.35,92915.36,92871.26,92878.22,27.84983,2587147.2354513,8.68907
1767585600000,92878.22,92947.87,92874.22,92916.72,59.87597,5563405.6259958,53.20584
1767585900000,92916.72,92916.72,92830.48,92844.65,32.33685,3002951.4288485,11.75045
1767586200000,92844.64,92844.65,92763.64,92763.65,33.42104,3101634.8032627,4.79982
1767586500000,92763.64,92838.13,92735.47,92769.79,16.09722,1493669.184332,6.78563
1767586800000,92769.7,92769.7,92587.74,92640.72,102.29683,9480673.800638,20.32626
1767587100000,92640.72,92668.0,92420.0,92478.51,114.24627,10571152.8114263,28.67391
1767587400000,92478.51,92522.46,92330.46,92446.56,58.37029,5395301.1210558,15.5433
1767587700000,92446.57,92539.28,92400.94,92538.0,31.06251,2873156.3068104,15.04541
1767588000000,92538.0,92556.0,92369.34,92399.29,36.41447,3367140.3876502,6.67882
1767588300000,92399.29,92524.89,92399.28,92444.74,39.34382,3637610.4187445,25.31122
1767588600000,92444.74,92600.0,92444.74,92567.65,27.7414,2567301.0062805,21.02758
1767588900000,92567.64,92642.43,92567.64,92595.07,37.63206,3485420.9131917,20.93253
1767589200000,92595.07,92617.49,92574.0,92600.34,34.46248,3191080.950119,26.51722
