market,test_groups,train_days,test_days,picked,picked_train_log,picked_test_log,hold_test_log,excess_vs_hold,best_possible_test_log,selection_shortfall,incumbent_test_log,incumbent_excess_vs_hold,hold_inert,rank_corr
futures,2+8,2408,702,kelly_regime_v3,3.8800046200283935,1.4260457107399178,0.0,1.4260457107399178,1.4670056665656288,0.04095995582571099,1.4643384144949783,1.4643384144949783,True,0.5555870131596267
futures,2+9,2508,702,kelly_regime_v4,4.432783213882522,0.6517908502370484,0.0,0.6517908502370484,0.6517908502370484,0.0,0.6517908502370484,0.6517908502370484,True,0.4437658409121578
futures,3+4,2608,702,kelly_regime_v4,3.5639879802505536,1.681685952147514,0.0,1.681685952147514,1.7934669144566744,0.11178096230916035,1.681685952147514,1.681685952147514,True,0.7368406433063928
futures,3+5,2408,702,kelly_regime_v4,3.4518977618301068,0.5457716787522745,0.0,0.5457716787522745,0.5756370312041718,0.029865352451897254,0.5457716787522745,0.5457716787522745,True,0.46340679077413915
futures,3+6,2408,702,kelly_regime_v4,2.864740222997521,1.0220981838841527,0.0,1.0220981838841527,1.1216146606514859,0.0995164767673331,1.0220981838841527,1.0220981838841527,True,0.6593412228939082
futures,3+7,2408,702,kelly_regime_v4,2.3434860822453416,1.5850494758661697,0.0,1.5850494758661697,1.5926401546629299,0.00759067879676012,1.5850494758661697,1.5850494758661697,True,0.5579958269698897
futures,3+8,2408,702,kelly_regime_v4,3.2636755432833864,1.306518742733752,0.0,1.306518742733752,1.4164708681529832,0.10995212541923127,1.306518742733752,1.306518742733752,True,0.5782649061546934
futures,3+9,2508,702,kelly_regime_v4,3.845627547567795,0.49397117847582206,0.0,0.49397117847582206,0.5593756958952583,0.0654045174194362,0.49397117847582206,0.49397117847582206,True,0.3831253398853089
futures,4+5,2608,702,kelly_regime_v4,3.7528163355522457,0.7465068218015329,0.0,0.7465068218015329,0.8545013589102646,0.10799453710873164,0.7465068218015329,0.7465068218015329,True,0.5636024354418108
futures,4+6,2408,702,kelly_regime_v4,2.9867445613425483,1.222833326933411,0.0,1.222833326933411,1.3395946398308636,0.11676131289745251,1.222833326933411,1.222833326933411,True,0.718161295822358
futures,4+7,2408,702,kelly_regime_v4,2.465490420590369,1.7857846189154278,0.0,1.7857846189154278,1.8391320740204984,0.05334745510507055,1.7857846189154278,1.7857846189154278,True,0.6335502412669713
futures,4+8,2408,702,kelly_regime_v4,3.3856798816284135,1.5072538857830102,0.0,1.5072538857830102,1.600128575046304,0.09287468926329367,1.5072538857830102,1.5072538857830102,True,0.6649061542230777
futures,4+9,2508,702,kelly_regime_v4,3.967631885912822,0.6947063215250804,0.0,0.6947063215250804,0.7329169800637161,0.0382106585386357,0.6947063215250804,0.6947063215250804,True,0.47837867202264966
futures,5+6,2608,702,kelly_regime_v4,4.139197352727369,0.08691905353817159,0.0,0.08691905353817159,0.08927313404892395,0.0023540805107523655,0.08691905353817159,0.08691905353817159,True,0.05961493877883437
futures,5+7,2408,702,kelly_regime_v4,3.52642093917406,0.6498703455201884,0.0,0.6498703455201884,0.664096661267502,0.01422631574731359,0.6498703455201884,0.6498703455201884,True,0.3770749532413827
futures,5+8,2408,702,kelly_regime_v3,4.485040430421892,0.33390955686404494,0.0,0.33390955686404494,0.4379282303869432,0.10401867352289823,0.37133961238777075,0.37133961238777075,True,0.41003886173369974
futures,5+9,2508,702,kelly_regime_v4,5.028562404496514,-0.4412079518701591,0.0,-0.4412079518701591,0.026934678436732223,0.4681426303068913,-0.4412079518701591,-0.4412079518701591,True,-0.7919378015837141
futures,6+7,2608,702,kelly_regime_v4,3.55554917575797,1.1261968506520668,0.0,1.1261968506520668,1.1261968506520668,0.0,1.1261968506520668,1.1261968506520668,True,0.6339055156816055
futures,6+8,2408,702,kelly_regime_v4,3.8594528613795185,0.8476661175196489,0.0,0.8476661175196489,0.9182496998986522,0.0705835823790033,0.8476661175196489,0.8476661175196489,True,0.6094303082238126
futures,6+9,2508,702,kelly_regime_v4,4.441404865663928,0.03511855326171914,0.0,0.03511855326171914,0.0730117987400104,0.03789324547829126,0.03511855326171914,0.03511855326171914,True,-0.31516712509727507
futures,7+8,2608,702,kelly_regime_v4,3.7189504135614624,1.4106174095016657,0.0,1.4106174095016657,1.4106174095016657,0.0,1.4106174095016657,1.4106174095016657,True,0.5877223684849696
futures,7+9,2508,702,kelly_regime_v4,3.920150724911748,0.598069845243736,0.0,0.598069845243736,0.598069845243736,0.0,0.598069845243736,0.598069845243736,True,0.3810949420819092
futures,8+9,2708,702,kelly_regime_v3,4.848445376722702,0.2539079537014791,0.0,0.2539079537014791,0.33673777464937077,0.08282982094789165,0.31953911211131825,0.31953911211131825,True,0.4032068858947269
