asset,window,market,fee,cand_final,cand_dd,cand_sharpe,cand_trades,cand_liq,hold_final,hold_dd,hold_sharpe,hold_liq,c_mean_notional,mh_final,mh_dd,mh_sharpe,dd_matched_diff,dd_matched_lo,dd_matched_hi,growth_matched_diff,growth_matched_lo,growth_matched_hi
BTC,CONTROL,spot,0.001,3038.9433646330876,33.23303458329615,1.3335868643142967,61,False,2547.102779657623,77.33140617037013,0.8266717334791404,False,0.38030912241498144,1720.3791995251067,39.29549378185707,0.8148611115912112,-5.5517378879264285,-19.964865982691066,16.429840285887202,0.5522637485478274,-0.1697088195078375,1.4632681113016797
ETH,CONTROL,spot,0.001,4493.957087203358,27.58486685244428,1.5981140251312955,54,False,8973.776862068964,81.7422365325157,1.2981813789951118,False,0.33812445921555423,2925.390205251026,39.94874033357461,1.3200416776730126,-10.655470401362901,-17.41743034583905,19.936829120955768,0.4358903885765315,-0.31277819865053214,1.2738486488093488
