asset,window,market,fee,cand_final,cand_dd,cand_sharpe,cand_trades,cand_liq,hold_final,hold_dd,hold_sharpe,hold_liq,c_mean_notional,mh_final,mh_dd,mh_sharpe,dd_matched_diff,dd_matched_lo,dd_matched_hi,growth_matched_diff,growth_matched_lo,growth_matched_hi
ETH,FULL,spot,0.001,9558.830026099173,35.62135816147533,1.1725311916718144,128,False,14321.497251874063,81.7422365325157,0.9209147177173423,False,0.40934826049530737,4893.78562557005,47.19892400940334,0.9182780662104527,-9.362475443736365,-23.113443498250543,18.7352103325572,0.6774653176980956,-0.37845021346918634,1.7905574101527026
ETH,FULL,spot,0.001,10775.89674716458,35.290542796959116,1.206102947681437,128,False,14321.497251874063,81.7422365325157,0.9209147177173423,False,0.41165520340517986,4851.535847351601,47.3743935403836,0.910496543161583,-9.864230496449508,-23.285682177574312,18.54403033926591,0.8060273888427933,-0.28411824393647167,1.9849161418448356
