asset,mean_vol_rel
BTC,0.9375541543833125
ETH,0.9782023484312191
BCH,0.9152959407831897
LTC,0.9515762483162038
ETC,0.9345916392719109
DASH,0.9057895329035215
LINK,0.9032218945859082
XTZ,0.9082246731625817
