split,market,sizer,gate,k,final,vol,max_dd,sharpe,fills,fees,clamp,liquidated,mean_target
inner-validation,futures,conditional,vote,1.5,931.6023574480536,0.42716990087844786,46.49741010212853,0.13059224672634792,221,53.367487594454595,0.0,False,0.43666656946776045
inner-validation,futures,conditional,vote,2.0,920.3048811186973,0.5592994537467014,57.13240391247301,0.20544859346896185,222,79.95151366575638,0.0,False,0.5822220926236806
inner-validation,futures,conditional,vote,3.0,710.0236657127438,0.8245433019514397,72.78460434054553,0.20479686134914557,263,137.9548615824694,0.0,False,0.8733331389355209
inner-validation,futures,conditional,vote,4.0,542.1710577648996,1.0636806129359366,82.26869540541476,0.24469036991180004,259,186.0243844382424,0.014803313122460741,False,1.1644441852473613
inner-validation,futures,conditional,vote,6.0,257.9718356160263,1.5014446998277622,91.54199989339693,0.3014647067959548,260,217.24916523043333,0.028401594642610488,False,1.7466662778710418
inner-validation,futures,conditional,evidence,0.25,1115.8858524190914,0.0871332753626507,8.146188379996543,0.6740551462663392,2,0.24918469949252278,0.0,False,0.007999108690859123
inner-validation,futures,conditional,evidence,0.5,948.0257158968086,0.12194027714906724,17.292791720953026,-0.15831798958956414,2,0.3448605922168363,0.0,False,0.015998217381718246
inner-validation,futures,conditional,evidence,0.75,1010.5851661634896,0.119013505316886,13.51649038964489,0.10383862431186676,3,0.5839733245302465,0.0,False,0.023997326072577378
inner-validation,futures,conditional,evidence,1.0,1167.6990440262796,0.1314536408172434,11.593737179403766,0.6566395739680261,4,0.8852631875076848,0.0,False,0.03199643476343649
inner-validation,futures,conditional,evidence,1.5,1012.2505690521706,0.15739232741737927,17.803427074003924,0.11748740640270253,8,1.83287412163059,0.0,False,0.047994652145154755
inner-validation,futures,conditional,evidence,2.0,977.850417640942,0.2147337199727052,25.377906610865896,0.05517985910459833,10,2.8094676847193556,0.0,False,0.06399286952687298
inner-validation,futures,conditional,evidence,3.0,1111.5731045724303,0.2697842384832904,28.181426901795398,0.3314339072754036,23,5.685797523145552,0.0,False,0.09598930429030951
inner-validation,futures,conditional,evidence,4.0,1142.9728930953318,0.35696906174400467,35.90915671741366,0.3662301234715785,24,8.277821017800145,0.0,False,0.12798573905374597
inner-validation,futures,conditional,evidence,6.0,1123.896056257105,0.5311275061049262,49.28602577062037,0.37612265754016455,25,14.397496883665527,0.0,False,0.19197860858061902
