arm,k,window,universe,market,fee,bench,cand_final,bench_final,cand_dd,bench_dd,mean_total_notional,growth_diff,growth_lo,growth_hi,dd_diff,dd_lo,dd_hi,n_days,n_bars,d1_pass,d2_pass,d3_pass,d4_pass,first_bar_warm,note,ew_final,first_bar_warm
xsmom_rank,1,W_TRAIN,U8,spot,0.001,MATCHED_HOLD,54.52921223305445,3881.09694728291,96.60138208939222,40.053510992719396,0.54675115779283,-4.2635687750359885,-7.44906006527996,-1.1477021803739709,56.54787109667282,35.00557172285691,77.89967768757082,639,184320,False,False,False,,True,sweep,7574.937748102931,True
xsmom_rank,2,W_TRAIN,U8,spot,0.001,MATCHED_HOLD,134.62043754446614,3594.3643788261397,86.53894093756364,40.37972837051232,0.5309807214776693,-3.2831406153744123,-4.805437311920471,-1.5683955945184154,46.15921256705132,28.367067302847804,73.92910296719727,639,184320,False,False,False,,True,sweep,7574.937748102931,True
xsmom_rank,3,W_TRAIN,U8,spot,0.001,MATCHED_HOLD,242.29887526133186,3368.5744953860144,76.49817251115172,39.21745229738324,0.5154195901455922,-2.6305949508090816,-3.618556075171023,-1.5653354119693679,37.28072021376848,19.38936621141597,67.38644281220199,639,184320,False,False,False,,True,sweep,7574.937748102931,True
xsmom_rank,4,W_TRAIN,U8,spot,0.001,MATCHED_HOLD,310.1031515582311,3433.142289601331,70.8532513889559,37.571791794946826,0.49961949147683754,-2.402893527698139,-3.2136390834600306,-1.6155635649739437,33.28145959400907,15.168919297507506,62.560009807080135,639,184320,False,False,False,,True,sweep,7574.937748102931,True
xsmom_rank,1,W_VAL,U8,spot,0.001,MATCHED_HOLD,285.4055321207132,687.4665394757149,73.32733907384268,34.79214155514925,0.408704161028632,-0.8642852946527564,-2.199592476993294,0.536857868547022,38.53519751869343,8.154366880720682,59.88411861107797,364,105120,False,False,False,,True,sweep,324.4593565506249,True
xsmom_rank,2,W_VAL,U8,spot,0.001,MATCHED_HOLD,254.26475870021844,746.4990949383073,75.95193565566616,29.925037115178156,0.3499623290250882,-1.0643176574022464,-1.8842417822753736,-0.1424127153983047,46.026898540488006,13.508582178358411,62.60224019221386,364,105120,False,False,False,,True,sweep,324.4593565506249,True
xsmom_rank,3,W_VAL,U8,spot,0.001,MATCHED_HOLD,267.1053953260315,784.5831406802836,74.27189278608198,27.08126481360953,0.30978761467611926,-1.0662583926046905,-1.7799422023160505,-0.36625987792233383,47.19062797247245,16.579101190540268,64.14230425635341,364,105120,False,False,False,,True,sweep,324.4593565506249,True
xsmom_rank,4,W_VAL,U8,spot,0.001,MATCHED_HOLD,307.3921853170192,788.0722959254408,70.11626856563866,24.755580984255225,0.2780011637471631,-0.9313631957913011,-1.5496974080748753,-0.3026339303231489,45.36068758138344,14.732450353414754,61.19918769651009,364,105120,False,False,False,,True,sweep,324.4593565506249,True
